card_id,customer_id,card_number,card_type,credit_limit,card_status,issue_date
486,241,2272012388476287,Mastercard,1000,Active,2023-07-03
487,242,4539190975046823,Mastercard,500,Active,2005-11-25
488,242,2229253815561713,Visa,2500,Active,2008-09-10
489,242,2308332342035039,Visa,1000,Active,2018-09-17
490,243,2415620334278520,Mastercard,500,Active,2024-12-20
491,243,4148649097577786,Visa,500,Active,2018-03-05
492,243,4780279391472758,Mastercard,500,Active,2015-07-17
493,244,4614332390401559,Mastercard,1000,Active,2008-09-21
494,244,4247161069768948,Mastercard,500,Active,2021-06-07
495,245,4442963877185410,Mastercard,1000,Active,2019-10-05
496,246,2291060458364849,Visa,2500,Active,2017-05-18
497,246,4437693241278990,Visa,5000,Active,2023-04-03
498,246,2257059256718851,Mastercard,1000,Active,2024-12-06
499,247,4894978272219534,Visa,500,Active,2013-04-24
500,247,2284617701209458,Visa,1000,Active,2017-04-28
501,247,2240104840327619,Mastercard,20000,Active,2024-11-11
502,248,4853907241229307,Visa,500,Active,2014-09-24
503,248,2261051600695038,Visa,1000,Active,2017-08-30
504,248,5308997121098516,Mastercard,500,Active,2012-07-21
505,249,5369515777258345,Visa,5000,Active,2024-03-21
506,250,5363093804200371,Mastercard,5000,Active,2009-09-29
507,251,4233972078794774,Visa,1000,Active,2023-01-05
508,252,2720350997232701,Visa,1000,Active,2025-02-08
509,253,2256693026269133,Visa,1000,Active,1994-03-17
510,253,4472502387225119,Mastercard,500,Stolen,1988-08-08
511,253,5229109415663676,Mastercard,2500,Active,2016-07-14
512,254,2260071352727228,Visa,500,Active,2020-01-01
513,254,4268057106890378,Visa,1000,Active,2016-11-25
514,254,4425750304421836,Visa,500,Active,2017-06-08
515,255,4137846642753317,Visa,1000,Active,2017-11-21
516,255,4456589956293941,Visa,1000,Active,2023-01-29
517,256,2560047837942902,Mastercard,500,Active,2023-06-08
518,256,2527535308235667,Mastercard,500,Active,2019-01-11
519,257,4683238278555000,Visa,500,Active,2023-09-29
520,257,2716137765517678,Visa,2500,Active,2023-12-13
521,257,4272794274475343,Visa,500,Active,2024-03-19
522,258,4201426193001381,Mastercard,500,Active,1986-07-29
523,259,4473490986608191,Visa,5000,Active,2018-12-10
524,259,4895804316676902,Visa,20000,Active,2011-08-11
525,260,4024682435189849,Mastercard,2500,Active,2021-10-01
526,260,4668233549406199,Visa,500,Active,2021-07-12
527,260,5108895987166140,Mastercard,1000,Active,2022-02-01
528,261,2236453809295507,Visa,2500,Active,2018-04-18
529,261,5305420387532071,Visa,20000,Active,2019-06-10
530,262,4171625720402196,Mastercard,500,Active,2022-02-09
531,263,2715426440344900,Visa,10000,Active,2008-04-03
532,264,4724830720353512,Mastercard,2500,Active,2025-07-21
533,265,2261035980779041,Mastercard,1000,Active,2025-09-01
534,265,4426079093727875,Mastercard,2500,Active,2023-12-27
535,266,4613066283856047,Mastercard,2500,Active,2018-07-17
536,266,4801438618891084,Visa,500,Active,2012-08-14
537,267,2278854427157574,Mastercard,500,Stolen,2020-11-09
538,268,5423939233604898,Visa,500,Active,2023-07-26
539,268,4480095358869817,Mastercard,500,Active,2020-04-14
540,268,4682160661306224,Visa,500,Active,2023-12-18
541,269,4789354705238558,Visa,2500,Active,2022-05-03
542,269,2460824256355860,Visa,1000,Active,2022-05-20
543,270,4009466643867282,Mastercard,10000,Active,2019-07-16
544,270,2227611982516301,Mastercard,20000,Active,2017-04-02
545,270,4445333452755341,Mastercard,10000,Active,2022-02-24
546,271,4619820050626742,Mastercard,2500,Active,2013-07-01
547,272,4164365974074248,Mastercard,500,Active,2021-04-09
548,272,4663200410290361,Mastercard,10000,Active,2023-05-11
549,272,4211058766304344,Mastercard,500,Active,2022-10-07
550,273,2594433441791648,Mastercard,2500,Active,2001-05-07
551,273,5307198669264138,Mastercard,500,Active,2009-04-12
552,273,2694043337513235,Visa,1000,Active,2023-07-15
553,274,5399257513842108,Mastercard,5000,Active,2021-09-12
554,275,2234806261098267,Mastercard,500,Active,2001-02-20
555,275,4117403758615742,Visa,5000,Active,1995-02-23
556,275,4937424952695551,Visa,1000,Active,1996-01-14
557,276,4205326541052738,Visa,5000,Active,2003-08-25
558,276,4498342823163107,Visa,500,Stolen,1999-02-17
559,276,4884716694533682,Visa,500,Active,2009-10-08
560,277,2702348718721038,Visa,1000,Active,2013-12-03
561,277,4067988498861622,Visa,5000,Active,2013-07-30
562,278,2283474336988390,Visa,10000,Active,2007-12-20
563,279,4208109202684206,Visa,500,Active,2009-05-25
564,279,4976880434442460,Visa,500,Active,2016-08-26
565,280,2675455648772446,Mastercard,2500,Active,2024-03-23
566,281,2720025551527312,Visa,500,Active,2020-05-24
567,282,4189123480333488,Mastercard,10000,Active,2022-06-19
568,283,2257383384109068,Mastercard,500,Active,2023-09-05
569,283,2224627643802016,Visa,1000,Active,2017-07-22
570,284,4401542186564546,Visa,5000,Active,2025-03-02
571,284,2519171953120622,Mastercard,500,Active,2024-11-18
572,285,4344034011454812,Mastercard,500,Active,2024-10-20
573,285,4960422597863329,Visa,10000,Active,2025-01-29
574,286,2285918235069460,Visa,500,Active,2023-02-07
575,287,4211969635597241,Mastercard,1000,Active,2023-01-08
576,288,5217466265110958,Mastercard,500,Active,2022-05-10
577,288,5567600444713904,Mastercard,5000,Active,2022-12-13
578,289,5218843407834183,Visa,500,Active,2012-08-14
579,289,4103660530714806,Mastercard,1000,Active,2007-11-19
580,290,4357221154015666,Mastercard,5000,Active,2023-05-14
581,291,2292265177055342,Visa,2500,Active,2023-10-11
582,291,2291854333002578,Mastercard,500,Active,2022-06-06
583,291,2228318948952997,Visa,2500,Active,2022-07-09
584,292,4065022821201587,Mastercard,10000,Active,2024-05-16
585,292,4034784935659699,Visa,1000,Active,2025-04-16
586,293,4591556443426976,Visa,500,Active,1996-12-05
587,293,4338650222514447,Visa,5000,Active,2000-12-11
588,293,5496807811881711,Mastercard,10000,Active,2011-09-27
589,294,4625690985068829,Visa,1000,Active,2004-05-19
590,294,2225874070685295,Mastercard,1000,Active,1992-03-16
591,295,4322727141949397,Visa,5000,Active,2012-06-12
592,296,4883448646746557,Mastercard,1000,Active,2024-12-14
593,296,2251119726182587,Visa,500,Active,2024-12-29
594,296,4647872394562493,Mastercard,20000,Active,2025-07-14
595,297,4769043801197495,Mastercard,2500,Stolen,2013-05-09
596,298,4651707288117819,Mastercard,1000,Active,2012-02-19
597,298,4262892199796181,Mastercard,5000,Active,2022-06-01
598,298,2720079690142293,Mastercard,2500,Active,2014-04-22
599,299,4501235586908780,Visa,10000,Active,2025-08-16
600,299,4206624473212687,Mastercard,5000,Active,2023-08-08
601,300,5517126096918352,Visa,20000,Active,2023-12-01
602,301,4456896678140981,Visa,1000,Active,2025-08-24
603,301,4698591509556897,Mastercard,1000,Active,2024-08-19
604,301,4941524135112871,Mastercard,5000,Active,2025-01-30
605,302,2261211290274284,Visa,10000,Active,2024-04-26
606,303,4971210512742497,Visa,10000,Active,1995-08-18
607,303,2249260425802797,Mastercard,2500,Active,2007-10-31
608,303,4744179133459433,Mastercard,1000,Active,2001-01-31
609,304,2720879827112964,Visa,500,Active,2025-07-12
610,304,5175727798166332,Mastercard,2500,Active,2025-03-17
611,305,2720930918194120,Visa,2500,Active,2006-06-07
612,305,2345098939717744,Mastercard,1000,Active,2006-08-08
613,306,5218881076851369,Visa,500,Active,2017-05-28
614,306,5117110971149899,Visa,2500,Active,2014-03-13
615,307,4736685169585099,Visa,500,Active,2022-02-21
616,307,4828936795299160,Visa,20000,Active,2023-07-02
617,307,4396165253263219,Mastercard,500,Active,2024-11-13
618,308,4271238064307374,Visa,500,Active,2005-12-26
619,308,4051136886759770,Mastercard,2500,Active,2015-10-03
620,308,4652098530506622,Visa,20000,Active,2023-02-08
621,309,4473015825762840,Visa,500,Active,2024-01-17
622,309,2701543235420657,Mastercard,5000,Active,2023-01-19
623,310,2288292970478873,Mastercard,1000,Active,2021-08-06
624,310,5504252877380805,Mastercard,500,Active,2025-02-11
625,310,4073905051884223,Mastercard,20000,Active,2023-01-19
626,311,4626002597980061,Mastercard,1000,Active,2024-12-02
627,311,5210459038758812,Mastercard,2500,Active,2024-03-19
628,311,4041733728850503,Visa,10000,Active,2025-07-14
629,312,2254101311846153,Mastercard,1000,Active,2024-09-08
630,312,5596120796543788,Visa,500,Active,2024-11-07
631,313,2700024918860809,Visa,20000,Active,2023-06-30
632,313,5478600008035395,Mastercard,5000,Active,2019-08-28
633,313,2233283602183607,Visa,500,Active,2019-10-21
634,314,4880489885500928,Mastercard,1000,Active,2020-12-10
635,315,4674726746438610,Visa,5000,Active,1982-12-28
636,315,2249012275558999,Visa,500,Active,2023-04-15
637,315,2261747119012819,Mastercard,500,Active,2008-04-24
638,316,2252696739612279,Mastercard,10000,Active,1992-11-24
639,316,4660716821097544,Mastercard,2500,Active,1997-07-10
640,316,5591322133675225,Mastercard,500,Active,1995-06-30
641,317,2226587772414462,Visa,2500,Active,2012-06-10
642,317,4974786772545719,Visa,500,Active,2024-11-23
643,317,5100815732679914,Mastercard,2500,Stolen,2023-04-26
644,318,4649202968905472,Mastercard,2500,Active,2021-02-24
645,318,5269311384189540,Visa,500,Active,2017-03-22
646,318,4127066017590762,Visa,500,Active,2019-12-04
647,319,5334696367555670,Mastercard,1000,Active,2001-10-02
648,320,2509843550914043,Visa,20000,Active,2016-10-15
649,320,4664312532295530,Mastercard,5000,Active,2007-12-23
650,320,4624188814343928,Mastercard,5000,Active,2002-02-27
651,321,2598622576093046,Mastercard,500,Active,2019-07-07
652,321,4008482300729021,Mastercard,1000,Active,2017-01-01
653,321,2717791542462969,Mastercard,2500,Active,2003-04-05
654,322,2222864757865693,Mastercard,2500,Active,2019-04-20
655,323,5391954373587793,Mastercard,500,Active,2025-09-07
656,323,2720729830113998,Visa,5000,Active,2024-09-18
657,323,4484352830906162,Visa,1000,Active,2024-11-30
658,324,2243344463555768,Mastercard,2500,Stolen,2017-09-28
659,324,2466972903144775,Visa,500,Active,2013-05-08
660,325,2700557960798633,Visa,500,Active,2023-01-11
661,325,4901676192901899,Visa,1000,Active,2018-06-23
662,325,4262775541944403,Mastercard,2500,Active,2024-04-20
663,326,4725311823484222,Mastercard,1000,Stolen,2019-08-03
664,326,5307280747611660,Visa,1000,Active,2023-10-14
665,326,4169156434172630,Mastercard,1000,Active,2009-01-03
666,327,4682398548408876,Visa,10000,Active,2006-11-20
667,327,4500866757366902,Mastercard,500,Active,2004-11-22
668,327,5187374481889734,Visa,500,Active,2001-09-15
669,328,5344367254803247,Mastercard,1000,Active,2025-07-06
670,328,4795368441254192,Visa,2500,Active,2025-08-04
671,329,4542415435563215,Mastercard,10000,Active,2014-11-02
672,329,2254175267399946,Visa,500,Active,2023-04-18
673,329,2712329808717886,Mastercard,1000,Active,2021-11-30
674,330,4207058100158527,Mastercard,1000,Active,2025-09-01
675,331,2506178851817063,Visa,500,Active,2014-12-30
676,331,4588221606325847,Visa,500,Active,2025-09-20
677,332,4616094779019729,Mastercard,20000,Active,2009-10-06
678,332,4874175407682835,Visa,5000,Active,2006-11-30
679,333,4441884823623190,Mastercard,500,Active,2025-05-29
680,334,4873155467444988,Visa,1000,Active,2019-09-11
681,334,4318746617575813,Mastercard,500,Stolen,2016-12-06
682,335,4883728756760872,Visa,10000,Active,2025-09-04
683,335,2242143322057847,Mastercard,500,Active,2025-03-27
684,336,5482964631909283,Visa,2500,Active,2024-09-13
685,336,4025912863395629,Mastercard,1000,Active,2021-11-06
686,336,4250793457053816,Visa,2500,Active,2016-07-04
687,337,5443004576081851,Visa,10000,Active,2023-12-23
688,337,2384285834253410,Mastercard,1000,Active,2012-01-19
689,338,4551981314749173,Mastercard,2500,Active,2002-08-17
690,338,4745826240031252,Visa,10000,Active,2016-12-07
691,338,4456467480105438,Mastercard,500,Active,2017-09-09
692,339,4572906579732197,Visa,500,Active,2013-01-14
693,339,2515390247893216,Visa,500,Active,2020-10-21
694,339,4028991226214518,Visa,2500,Active,2015-02-10
695,340,4241667796371869,Visa,5000,Active,1995-10-09
696,340,4742296741504848,Visa,20000,Active,1999-05-19
697,341,4818583726726812,Visa,500,Active,2019-03-28
698,341,4175184704323172,Mastercard,1000,Active,2022-04-17
699,342,2677792131121436,Mastercard,20000,Active,2024-06-29
700,343,4105202158091338,Mastercard,1000,Active,2023-05-30
701,343,4229504637805209,Mastercard,500,Active,1984-09-08
702,343,5117271441731771,Visa,500,Active,1988-08-22
703,344,2295977402955297,Visa,500,Active,2022-08-01
704,344,2290528306082350,Visa,2500,Active,2018-12-21
705,345,2712103218755905,Mastercard,500,Active,2024-08-30
706,345,4876782040184265,Visa,500,Active,2025-07-07
707,345,4436347998231816,Visa,500,Active,2024-10-01
708,346,2285184478062304,Visa,5000,Active,2024-11-26
709,346,5476016993597442,Mastercard,2500,Active,2025-01-10
710,346,4502067165273115,Mastercard,1000,Active,2024-01-11
711,347,2720764162733584,Visa,1000,Active,2025-05-17
712,347,4233481772393586,Mastercard,500,Active,2025-09-03
713,347,4757141195821995,Visa,20000,Active,2025-07-28
714,348,5328229766707524,Visa,1000,Active,2024-11-27
715,348,2720030198167977,Visa,5000,Active,2025-04-06
716,348,4099997046429602,Mastercard,1000,Active,2025-03-31
717,349,2576850304374083,Visa,1000,Active,1994-05-09
718,349,4407470569197060,Mastercard,5000,Active,1998-01-05
719,349,4172983658278883,Visa,10000,Active,2022-01-06
720,350,4979762016113221,Mastercard,5000,Active,2025-01-12
721,350,2694226485777112,Visa,2500,Active,2023-03-12
722,350,4958402891490270,Visa,1000,Active,2024-01-01
723,351,4928180065309677,Mastercard,1000,Active,2022-11-19
724,351,2235493321224818,Visa,500,Active,2017-06-16
725,351,2262105710235454,Visa,500,Active,2015-04-15
726,352,2244341280202680,Mastercard,2500,Active,2022-05-24
727,352,4589985334948810,Mastercard,1000,Active,2023-04-01
728,352,4783288092856638,Mastercard,1000,Active,2015-02-01
729,353,4032435473675215,Visa,1000,Active,2025-06-25
730,353,5216439059230069,Visa,500,Active,2025-06-01
731,353,2270937716918521,Visa,500,Active,2025-04-05
732,354,4671820464914903,Mastercard,2500,Active,2016-12-29
733,354,4434149284295444,Visa,1000,Active,2023-08-13
734,354,4478543192803892,Mastercard,5000,Active,2024-01-15
735,355,4523760053022264,Mastercard,500,Active,2021-07-27
736,356,4177259640034436,Visa,500,Active,2025-06-24
737,356,2535290253984907,Mastercard,500,Active,2025-03-24
738,357,2261912619403468,Mastercard,500,Stolen,2008-09-12
739,357,4584800212044795,Visa,2500,Active,2020-06-26
740,357,2710575800813048,Visa,500,Active,2014-11-23
741,358,2241795963446851,Visa,1000,Active,2017-03-26
742,358,4392272870524843,Mastercard,1000,Active,1992-06-13
743,359,2284653427752083,Mastercard,2500,Active,2022-06-22
744,359,5575300289567578,Mastercard,1000,Active,2016-03-31
745,359,2380733323780652,Visa,1000,Active,2021-08-20
746,360,4414361409506001,Visa,10000,Active,2010-12-11
747,360,4170187522377424,Visa,1000,Active,2001-08-22
748,360,4966573262544802,Visa,10000,Active,2002-05-04
749,361,4733165172471796,Mastercard,10000,Active,2019-04-02
750,361,4995693855083235,Visa,500,Active,2024-08-01
751,361,5409655415057139,Mastercard,2500,Active,2015-08-29
752,362,2262153397154531,Mastercard,1000,Active,2021-02-10
753,362,2260757229197658,Mastercard,500,Active,2025-03-09
754,362,2707472026928047,Visa,500,Active,2021-04-08
755,363,4995587454797601,Mastercard,500,Active,2005-07-14
756,364,4847990061710944,Mastercard,1000,Active,2016-07-30
757,364,4034016464198009,Mastercard,1000,Active,2016-01-23
758,365,2701021684917473,Mastercard,500,Active,2021-10-18
759,365,2257033671067244,Mastercard,500,Active,2020-10-13
760,366,5477372277875387,Mastercard,2500,Active,2021-04-22
761,366,4505846912767314,Visa,10000,Active,2006-09-10
762,366,4044214205956037,Visa,2500,Active,2013-11-18
763,367,4911777590302967,Visa,500,Active,2023-06-02
764,367,2720569883155920,Visa,1000,Active,2016-02-09
765,367,4781144467137157,Mastercard,500,Active,2013-11-24
766,368,4559653228279231,Visa,1000,Active,2023-03-24
767,368,2683509256900523,Mastercard,10000,Active,2015-11-29
768,369,2282411248844015,Mastercard,10000,Active,1991-10-25
769,370,2255468566720907,Visa,10000,Active,2025-05-24
770,370,4082645659569250,Mastercard,500,Active,2025-06-23
771,370,4690898386550879,Visa,2500,Active,2024-09-16
772,371,2278521801185386,Mastercard,1000,Active,2022-09-26
773,371,2269343859647931,Visa,1000,Active,2021-06-25
774,372,2296617041903337,Mastercard,1000,Active,2021-09-25
775,372,4371092308455534,Visa,500,Active,2021-01-06
776,373,2621007805447596,Visa,500,Active,2025-08-02
777,374,4477814310394648,Mastercard,20000,Active,2024-07-06
778,374,4327729290180589,Visa,2500,Active,2023-07-18
779,375,4955795166958605,Visa,2500,Active,2012-09-27
780,376,2576226864783981,Visa,1000,Active,2015-07-30
781,377,4677590648804478,Visa,1000,Active,2018-09-14
782,377,4339894823541859,Visa,500,Active,2024-08-17
783,377,5390972262043109,Mastercard,1000,Active,2018-10-12
784,378,2712532797594337,Mastercard,10000,Active,2009-01-28
785,378,2267989722749452,Visa,5000,Active,2011-02-20
786,378,4166234975796480,Visa,1000,Active,2014-02-05
787,379,2706238830738141,Mastercard,2500,Active,2021-05-23
788,379,5326930766869105,Visa,5000,Active,2023-08-21
789,379,4250121501994787,Visa,2500,Active,2014-11-14
790,380,4680297625091658,Visa,500,Active,1999-06-23
791,380,4435024252577496,Mastercard,1000,Active,2009-06-22
792,380,4767040215396061,Mastercard,500,Active,2008-11-18
793,381,2717940237735508,Visa,500,Active,2023-10-19
794,382,4971036349413097,Mastercard,500,Active,2025-07-22
795,383,4491278039886304,Visa,500,Active,2017-03-15
796,383,4158285885277581,Visa,500,Active,2018-05-25
797,383,4569233110870922,Visa,5000,Active,2011-01-11
798,384,4266348928657760,Visa,2500,Active,2021-10-20
799,385,4203473922907585,Visa,2500,Stolen,2023-03-23
800,385,5132499701142287,Visa,500,Active,2017-01-05
801,385,2267676902814954,Visa,1000,Active,2017-01-16
802,386,2540851809946410,Mastercard,500,Active,2018-11-26
803,386,2385265178673109,Mastercard,1000,Active,2019-08-03
804,387,4373829779838021,Visa,500,Active,2025-02-05
805,387,2718430833840208,Mastercard,2500,Active,2024-05-14
806,388,4008750001804867,Mastercard,500,Active,2021-03-31
807,389,4550343349937854,Visa,500,Active,2007-06-03
808,390,4766550073702995,Mastercard,5000,Active,1990-12-11
809,390,4744880819442219,Visa,500,Active,1997-06-19
810,390,4905006061948472,Mastercard,1000,Active,2005-11-06
811,391,2319831352296057,Visa,2500,Active,2024-05-21
812,392,4822023960952646,Visa,500,Active,2016-03-30
813,392,2712302294170530,Mastercard,5000,Active,2001-10-15
814,392,4013889321273990,Visa,5000,Active,2017-11-16
815,393,4700134752191405,Visa,500,Active,2013-01-15
816,394,2655301897190126,Mastercard,2500,Active,2023-10-12
817,394,4678409334837198,Visa,1000,Active,2024-06-26
818,394,4999510394868148,Mastercard,10000,Active,2024-01-22
819,395,4613265924095524,Mastercard,500,Active,2021-07-06
820,395,2241082058824742,Mastercard,500,Active,2014-10-29
821,395,2709242093735718,Visa,10000,Active,2024-05-02
822,396,4204213232115605,Visa,5000,Active,2025-09-21
823,396,5414279388823709,Mastercard,1000,Active,2025-09-10
824,396,2270748954779875,Visa,500,Active,2025-09-07
825,397,2292120696228708,Mastercard,500,Active,2020-06-03
826,397,2298520306625306,Visa,500,Active,2022-04-11
827,397,4945000774139372,Visa,500,Active,2019-12-10
828,398,4606564189829067,Visa,500,Active,2002-10-06
829,399,2251463084159260,Mastercard,1000,Active,2023-01-18
830,400,2453662427056143,Mastercard,1000,Active,2008-03-27
831,400,4365205722894561,Mastercard,500,Active,2013-06-22
832,400,5390868851196243,Visa,500,Active,2009-07-18
833,401,5324806451139537,Visa,1000,Active,2012-04-09
834,401,4151859692492307,Mastercard,500,Active,2010-01-03
835,402,5351290434665981,Visa,5000,Active,2021-06-06
836,402,2660728221337119,Mastercard,500,Active,2020-08-16
837,402,2293807792983132,Visa,1000,Active,2020-12-27
838,403,4159166908785553,Mastercard,2500,Active,2024-12-23
839,403,4619550331183292,Mastercard,500,Active,2023-12-30
840,403,2273184179718216,Visa,500,Active,2023-12-04
841,404,2720140602258203,Visa,20000,Active,2025-09-08
842,404,4018482994805945,Visa,500,Active,2025-09-10
843,404,4659537995001747,Visa,10000,Active,2025-08-11
844,405,2707605437193301,Visa,1000,Active,2014-07-24
845,406,2710328228599090,Mastercard,2500,Active,2025-08-28
846,406,4740551364098763,Mastercard,1000,Active,2025-09-27
847,407,4354596178599057,Mastercard,500,Active,2024-06-01
848,407,4449530681797475,Visa,500,Active,2025-04-07
849,408,4514353905782276,Visa,500,Active,2019-05-23
850,408,4618473768579703,Visa,500,Active,2019-06-25
851,408,2720086175935398,Mastercard,2500,Active,2019-01-26
852,409,2242516251672100,Visa,5000,Stolen,2015-01-10
853,410,2491940232255256,Visa,1000,Active,2024-07-05
854,410,4066123654955056,Visa,2500,Active,2024-02-02
855,410,4837596679697423,Visa,500,Active,2025-09-07
856,411,4123495001623178,Mastercard,1000,Active,2024-12-02
857,412,5139890884710465,Mastercard,5000,Active,2025-07-14
858,412,5449263794614133,Mastercard,20000,Active,2024-10-16
859,413,2272063188474758,Visa,2500,Active,2020-01-09
860,413,2236955713563069,Visa,2500,Active,2014-10-02
861,413,2312270017871193,Visa,500,Active,2012-06-30
862,414,2321556778568989,Mastercard,5000,Active,2025-04-13
863,415,2242384765391265,Mastercard,10000,Active,1999-03-29
864,416,2259704142760181,Mastercard,1000,Active,2003-08-21
865,417,2489591983549092,Visa,10000,Active,2017-06-18
866,418,4267544660491306,Visa,5000,Active,2022-01-29
867,418,4796032723431261,Visa,10000,Active,2020-09-04
868,419,5249391361066999,Mastercard,1000,Active,2024-10-28
869,420,4894323488939726,Visa,2500,Active,1978-01-28
870,421,2253035625554254,Visa,500,Stolen,2007-12-26
871,421,4666803949259463,Mastercard,500,Active,2001-12-17
872,422,4864166749505638,Visa,500,Active,2022-09-13
873,422,2349080488129188,Visa,1000,Active,2023-12-24
874,422,4251519522437109,Visa,1000,Active,2022-02-25
875,423,4788913906797190,Mastercard,500,Active,2022-08-12
876,423,4229439218258744,Mastercard,2500,Active,2024-07-02
877,424,4368220677860381,Mastercard,5000,Active,2025-09-19
878,424,4345921240953391,Visa,500,Active,2024-12-18
879,424,2243459536199111,Visa,1000,Active,2025-06-26
880,425,2655627973396843,Mastercard,10000,Active,2004-04-21
881,426,2719042625829262,Mastercard,500,Active,2024-10-07
882,427,5168244056729305,Visa,5000,Active,2018-06-22
883,427,4578785233087642,Mastercard,500,Active,2024-03-14
884,427,4566750335445274,Mastercard,1000,Active,2022-02-07
885,428,4924515131274799,Mastercard,5000,Active,2025-01-31
886,429,4343347518014991,Visa,500,Active,2024-06-29
887,429,4759298294159053,Visa,1000,Active,2021-12-11
888,430,2255508230755878,Visa,10000,Active,2013-04-24
889,430,2235831918101107,Visa,500,Active,2021-11-13
890,430,5346294943178625,Visa,1000,Active,2009-06-07
891,431,4072487254852159,Mastercard,1000,Active,2013-04-23
892,431,2720922310618210,Visa,1000,Active,2020-02-29
893,431,2619107130402482,Mastercard,500,Active,2017-07-18
894,432,4446118876528997,Visa,2500,Active,2014-03-13
895,432,2716451879569644,Visa,500,Active,1998-08-23
896,432,4457379575779523,Visa,500,Active,2017-05-21
897,433,4199457309346380,Visa,500,Active,2024-03-16
898,433,2248184683561526,Visa,5000,Active,2022-12-22
899,433,2225718350855195,Visa,10000,Active,2022-08-18
900,434,4932713575581338,Visa,10000,Active,2025-01-06
901,434,4909545778104511,Mastercard,500,Active,2024-03-08
902,435,2297524687086147,Visa,10000,Active,2022-12-06
903,435,4571534036854114,Mastercard,500,Active,2020-02-28
904,435,4125836496727719,Mastercard,2500,Active,2024-11-12
905,436,4962975999270508,Visa,1000,Active,2025-06-30
906,437,4289773306329620,Mastercard,500,Active,1991-05-28
907,437,2244142894173881,Mastercard,1000,Active,2010-07-05
908,437,2242315211057449,Visa,500,Active,1996-11-16
909,438,4850266725277495,Visa,1000,Active,2014-05-11
910,439,2256503992342287,Visa,500,Active,2021-05-19
911,440,4547720413891396,Mastercard,500,Active,1995-09-26
912,440,4189753058040980,Visa,1000,Active,1997-06-06
913,440,2391290371535675,Mastercard,500,Active,2015-12-11
914,441,4239333072925076,Mastercard,500,Active,2014-04-14
915,442,4315090362762307,Mastercard,500,Active,2022-11-21
916,442,4661450832145998,Visa,1000,Active,2025-09-12
917,443,4198617828278478,Mastercard,5000,Active,2022-04-28
918,443,4557279287931017,Mastercard,10000,Active,2019-03-15
919,444,5171172587779116,Mastercard,500,Active,2018-05-16
920,444,5290365529202959,Visa,500,Active,2009-09-20
921,445,2240891338381997,Visa,500,Active,1995-07-13
922,446,2239393711458370,Mastercard,1000,Active,2012-01-10
923,446,2613817828722035,Visa,1000,Active,2025-09-13
924,447,4539507138745795,Visa,500,Active,2025-05-31
925,447,5172028210384808,Mastercard,500,Stolen,2025-09-03
926,447,4997881830350476,Mastercard,20000,Active,2025-03-29
927,448,2472162200872227,Mastercard,2500,Active,2002-07-21
928,449,2720175564187586,Visa,1000,Active,2005-08-21
929,449,2269342815418767,Mastercard,2500,Active,2009-03-17
930,449,2719347435828218,Visa,1000,Active,2016-03-26
931,450,4095087503341807,Visa,500,Active,2006-12-12
932,451,4840932619253537,Mastercard,5000,Active,1997-10-30
933,451,2720701315867018,Mastercard,500,Active,1997-11-15
934,451,4541958189848382,Mastercard,500,Active,2004-11-20
935,452,4876712245778082,Mastercard,1000,Active,2024-11-24
936,453,2253445221391797,Visa,20000,Active,2023-06-13
937,454,4403203856451583,Mastercard,500,Active,2022-11-27
938,454,5456461568247284,Visa,10000,Stolen,2025-01-25
939,455,4895265953760724,Mastercard,2500,Active,2019-10-18
940,455,2241799898394624,Mastercard,10000,Active,2019-03-24
941,455,2708543382459428,Visa,500,Active,2022-11-09
942,456,2280782899716278,Mastercard,500,Active,2019-01-18
943,457,4457046370053871,Visa,500,Active,2025-06-13
944,457,4934125625782543,Mastercard,20000,Active,2022-04-17
945,457,4186634270856119,Mastercard,500,Active,2024-03-27
946,458,2257338510507411,Mastercard,1000,Active,2025-01-09
947,458,4803568616865280,Mastercard,500,Active,2024-09-30
948,458,4494110352617320,Mastercard,1000,Active,2024-01-09
949,459,4085509952934040,Visa,500,Active,2022-07-26
950,459,4113780901270929,Mastercard,1000,Active,2025-06-21
951,459,2272868941439934,Mastercard,2500,Active,2024-09-20
952,460,4449945299293933,Visa,500,Active,2022-03-29
953,460,5241301519905426,Mastercard,2500,Active,2022-02-26
954,461,2719178439949092,Mastercard,500,Active,2024-07-03
955,461,4638229798318603,Mastercard,2500,Active,2024-11-14
956,462,4027857101511149,Mastercard,500,Active,2023-03-25
957,462,2299306453063973,Visa,5000,Active,2024-07-18
958,462,2701041356444812,Mastercard,20000,Active,2024-03-25
959,463,2243088124753649,Visa,5000,Active,2018-10-03
960,464,2280000262263889,Visa,500,Active,2025-01-20
961,465,4067731622435917,Mastercard,5000,Active,2024-12-16
962,466,4644121507133757,Mastercard,1000,Active,2015-02-05
963,467,2298739410832067,Mastercard,1000,Active,2025-09-08
964,467,2223529843107314,Visa,500,Active,2025-07-30
965,468,2263240518956784,Mastercard,1000,Active,2016-04-28
966,468,4378261041766498,Visa,20000,Active,2010-08-26
967,469,5210726446281300,Mastercard,1000,Active,2024-06-09
968,469,2600071046163979,Mastercard,500,Active,2024-06-14
969,469,2640619314710814,Visa,1000,Active,2025-01-06
970,470,2292457186090176,Visa,500,Active,2024-11-30
971,471,4002726488579103,Mastercard,20000,Active,2024-06-06
972,471,4774332944888364,Visa,1000,Active,2014-07-10
